# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0041772 588017729763672080        none             -99.99      -99.99      -99.99
PGC0041779 587739407857156135 565994463290195968    0.002743   0.0001128      0.8012
PGC0041781 588017564954460182        none             -99.99      -99.99      -99.99
PGC0041788 587722982817529962 81850829304233984     0.02251   0.0001008      0.9987
PGC0041789 587726032789176335        none             -99.99      -99.99      -99.99
PGC0041806 588017567101943901 455091923263160320   0.0003093   6.645e-05           1
PGC0041811 588017728153059436        none             -99.99      -99.99      -99.99
PGC0041812 588017730300543012        none             -99.99      -99.99      -99.99
PGC0041816 587726015072698486 146591563642830848    0.005843   1.501e-05      0.9445
PGC0041823 587726032252305437        none             -99.99      -99.99      -99.99
PGC0041827 588017948279505038 409492637792337920     0.01972   0.0001811      0.9907
PGC0041828 587732771058155733 347285138196922368    0.004184   8.782e-05      0.9932
PGC0041829 587732770521284774        none             -99.99      -99.99      -99.99
PGC0041838 588011125188067370 220056898508947456    0.009118   9.847e-05      0.9958
PGC0041846 587725552823697487        none             -99.99      -99.99      -99.99
PGC0041847 588017724938977333        none             -99.99      -99.99      -99.99
PGC0041861 588017723865235633        none             -99.99      -99.99      -99.99
PGC0041865 587738569778856019 498159024588455936    0.001865   0.0002213      0.9514
PGC0041876 587735349113651216        none             -99.99      -99.99      -99.99
PGC0041882 587735349113651215 497877292760956928     0.04594   0.0009703      0.9999
PGC0041902 587738948832526614        none             -99.99      -99.99      -99.99
PGC0041911 587722982817660957        none             -99.99      -99.99      -99.99
PGC0041934 587738568705179657        none             -99.99      -99.99      -99.99
PGC0041941 587725040632660024        none             -99.99      -99.99      -99.99
PGC0041943 588017570310520874        none             -99.99      -99.99      -99.99
PGC0041958 587726033326178353 146873202805571584    0.003729   0.0001191      0.9446
PGC0041963 588017703471153253        none             -99.99      -99.99      -99.99
PGC0041968 588017570847391780        none             -99.99      -99.99      -99.99
PGC0041982 587725040095854623        none             -99.99      -99.99      -99.99
PGC0041998 587724650334716011 94517457326178304       0.023   0.0001068      0.9963
PGC0041999 587725040632725538 94517457317789696     0.02293   0.0001773      0.9993
PGC0042045 588017978894450701 558675847247036416    0.002033   0.0001273      0.9975
PGC0042051 588017702397542426        none             -99.99      -99.99      -99.99
PGC0042064 588017569236910085 455091922046812160    0.007602   9.225e-05      0.9987
PGC0042069 588017569236910086 455091921992286208    0.007436   9.895e-05      0.9983
PGC0042074 588017728153321596 458470931736559616    0.003353   0.0001473      0.9984
PGC0042079 587734894367670305 347285138805096448    0.002165   0.0001185           1
PGC0042080 587726033326309600        none             -99.99      -99.99      -99.99
PGC0042081 588017704545026101        none             -99.99      -99.99      -99.99
PGC0042089 588017704545026124        none             -99.99      -99.99      -99.99
PGC0042096 588017724939173964        none             -99.99      -99.99      -99.99
PGC0042100 587735347503235095 498159024252911616    0.001136   6.753e-05           1
PGC0042108 588017728690257958        none             -99.99      -99.99      -99.99
PGC0042109 587726031715696712 146873202457444352     0.04508   0.0001999      0.9988
PGC0042149 587732771058483253        none             -99.99      -99.99      -99.99
PGC0042152 587729158427246630 238352917625569280     0.01791   0.0001495      0.9996
PGC0042153 587725039022309383        none             -99.99      -99.99      -99.99
PGC0042168 588017569773912069        none             -99.99      -99.99      -99.99
PGC0042169 588017724939305137 458470931912720384   0.0001098    0.000325      0.4299
PGC0042173 587724650871783487        none             -99.99      -99.99      -99.99
PGC0042174 587729159500988440 238071332657430528    0.003475   7.948e-05      0.9999
PGC0042195 587724649798041692 94517457498144768    0.008624   7.729e-06      0.9459
PGC0042199 587726013999349804 146873202583273472    0.006181   9.724e-05      0.9975
PGC0042202 588848899916824629 81850830306672640     0.01251   0.0001004       0.997
PGC0042223 588017704545222673 455091923753893888    0.005826   0.0001827      0.9977
PGC0042230 588017729764130911 458470933347172352    0.005955   0.0001159      0.7438
PGC0042241 588010878226399343 238352917457797120    0.002601   8.986e-05       0.999
PGC0042253 587726032789635122        none             -99.99      -99.99      -99.99
PGC0042255 587726031179022517 146873202344198144     0.01747   0.0001626      0.9985
PGC0042264 587732772132356130 347285139253886976      0.0243   0.0001708       0.999
PGC0042268 587726013999415453 146873202348392448     0.04544   0.0001007      0.9996
PGC0042275 587739506082250945        none             -99.99      -99.99      -99.99
PGC0042277 588017724402499815 458470931598147584     0.01867   9.506e-05      0.9695
PGC0042305 588848900453826597 81850830415724544     0.02307   0.0002063      0.9991
PGC0042317 588848900990697634 82132248714805248     0.01701   0.0001605      0.9993
PGC0042336 588848899380084803 81850828398264320    0.003608   0.0001332      0.9983
PGC0042342 587722983891861561 81850830424113152     0.02361   0.0001618      0.9994
PGC0042348 588017726013177976 458470933636579328    0.006954   1.077e-05      0.8403
PGC0042362 588298663575224443 409211137855324160     0.02421   0.0001033      0.9957
PGC0042370 588848900990763033 81850830713520128     0.02571    0.000164       0.999
PGC0042380 588017604685856833        none             -99.99      -99.99      -99.99
PGC0042393 587726031716024381 146873201912184832    0.004306   0.0002413      0.8097
PGC0042396 587738569779380238        none             -99.99      -99.99      -99.99
PGC0042401 587734893294321693        none             -99.99      -99.99      -99.99
PGC0042408 588009370692288562        none             -99.99      -99.99      -99.99
PGC0042427 588017726550179866 458470933754019840    0.006561   0.0001307      0.9999
PGC0042430 588017571384721608 455091924143964160    0.005262   9.923e-05      0.9991
PGC0042447 587726033326702641        none             -99.99      -99.99      -99.99
PGC0042453 588848901527699543 82132248639307776    0.006249   0.0001464      0.9995
PGC0042469 588009372839772207 220056898886434816    0.009026   0.0001835      0.9971
PGC0042471 587726015073353815 146873202067374080     0.04577   0.0001722      0.9996
PGC0042503 587732772132618335        none             -99.99      -99.99      -99.99
PGC0042516 588017702934872128        none             -99.99      -99.99      -99.99
PGC0042520 588011125188395136 220056898890629120    0.008374   0.0001491      0.9992
PGC0042530 587735430688866416        none             -99.99      -99.99      -99.99
PGC0042542 587726031179284560 146873201702469632     0.00578    0.000187      0.9986
PGC0042544 588017702934872264 455091921568661504    0.007613   0.0001312      0.7886
PGC0042545 587732771864182806        none             -99.99      -99.99      -99.99
PGC0042559 587724648724693124 94517455572959232    0.004857   7.669e-06      0.9459
PGC0042574 588017729227587643        none             -99.99      -99.99      -99.99
PGC0042575 588017719573086223 558957314527199232    0.001732     0.00012       0.889
PGC0042594 587739407321006093 569373589313159168     0.02311   0.0001075      0.9984
PGC0042598 588017702398066752 477048272247062528    0.003999    0.000216      0.7327
PGC0042607 588017719573086260 409492635963621376    0.002093   8.185e-05      0.9999
PGC0042608 587735346966888483 498159023351136256   0.0003724    7.68e-05           1
PGC0042614 587722981744640177 82132248316346368     0.02376   7.934e-05      0.9865
PGC0042618 587725039022768172 94798927357804544     0.04805    9.96e-05      0.9991
PGC0042619 588017571384918116 477048272653910016     0.00379   7.837e-05           1
PGC0042620 587739609166381142 556143866579779584    0.002583   8.489e-05           1
PGC0042628 588017569774370819        none             -99.99      -99.99      -99.99
PGC0042637 587739609166381064        none             -99.99      -99.99      -99.99
PGC0042638 588017569774370837 477048272280616960   0.0006994   6.631e-05           1
PGC0042647 588017729764524070        none             -99.99      -99.99      -99.99
PGC0042656 587739099138949129        none             -99.99      -99.99      -99.99
PGC0042688 587729157890900016        none             -99.99      -99.99      -99.99
PGC0042689 588848899917348875        none             -99.99      -99.99      -99.99
PGC0042692 587724650872307861 94798927563325440    0.003722   9.856e-05           1
PGC0042699 587738568705900628        none             -99.99      -99.99      -99.99
PGC0042707 587735347503824982        none             -99.99      -99.99      -99.99
PGC0042708 587733196769591327 292397256265433088     0.01645   0.0001617      0.9995
PGC0042709 587726031179481195 146873201505337344     0.01675   0.0001625      0.9994
PGC0042727 587739610240123062 556143866462339072     0.02293   0.0001711      0.9984
PGC0042728 588017702398197833        none             -99.99      -99.99      -99.99
PGC0042734 587726032790093907 147153380882513920    0.003074   9.322e-05      0.9998
PGC0042741 588017704545681477        none             -99.99      -99.99      -99.99
PGC0042744 588017702398197842        none             -99.99      -99.99      -99.99
PGC0042747 587722981744771128 82132247821418496     0.01082   0.0001638      0.9968
PGC0042769 588017570311307321 477048272016375808    0.006702   9.429e-06      0.9806
PGC0042782 587724649261760541 94798927185838080     0.04795   8.299e-05      0.9997
PGC0042791 587722982281707542        none             -99.99      -99.99      -99.99
PGC0042797 587726014536810527        none             -99.99      -99.99      -99.99
PGC0042816 588017702398263345 477048272096067584    0.004724   8.585e-05      0.9989
PGC0042831 588017702398328841        none             -99.99      -99.99      -99.99
PGC0042832 587733195159109835        none             -99.99      -99.99      -99.99
PGC0042836 588017992294531212 503791775668764672     0.02897   0.0001021       0.993
PGC0042847 588848899380609065 82132248081465344    0.008839   0.0001584      0.9997
PGC0042857 588017704545812500 477048272800710656    0.003475    0.000106       0.997
PGC0042858 588017979968782399        none             -99.99      -99.99      -99.99
PGC0042863 587739505545904166        none             -99.99      -99.99      -99.99
PGC0042881 588017570311438530 477048271848603648     0.00329   4.788e-05      0.6615
PGC0042887 587728676858626196        none             -99.99      -99.99      -99.99
PGC0042901 587739303145504835        none             -99.99      -99.99      -99.99
PGC0042904 587738951489486893 569373590013607936     0.02328   0.0001778       0.999
PGC0042909 587724648725020803 94798927051620352     0.02392   0.0001553      0.9996
PGC0042910 587722983892451370 82132249436225536    0.003982   0.0001941      0.9617
PGC0042913 588017705082748936 477048272721018880    0.001592   5.691e-05           1
PGC0042917 588017569237762053        none             -99.99      -99.99      -99.99
PGC0042919 587735694834663539 370929169195859968     0.01584   9.906e-05       0.998
PGC0042921 587725040633643057        none             -99.99      -99.99      -99.99
PGC0042938 588017979968847959 558957315005349888     0.01676   0.0001195      0.9769
PGC0042949 588017570311503927        none             -99.99      -99.99      -99.99
PGC0042963 588848899917611022 82132247989190656     0.04825   0.0002122      0.9993
PGC0042969 587732772669882436 503791775823953920    0.003625   7.343e-05           1
PGC0042970 587726033327226903        none             -99.99      -99.99      -99.99
PGC0042975 588848899380740131        none             -99.99      -99.99      -99.99
PGC0042998 587733196232917029 292397255439155200     0.01588   0.0001152      0.9915
PGC0042999 588848899380805637 82412353462730752    0.005477   0.0001151      0.9998
PGC0043036 587724650335764572 94798928100196352     0.04846   0.0002202      0.9986
PGC0043052 587728677932433466 169391157330051072    0.007729   0.0001646      0.9991
PGC0043064 588298662502006840 409774107228372992     0.01582   0.0001898       0.979
PGC0043074 588017726550835206        none             -99.99      -99.99      -99.99
PGC0043100 588017990684246069 503791774280450048    0.002871    8.54e-05      0.9991
PGC0043101 587733080277909545        none             -99.99      -99.99      -99.99
PGC0043106        none               none             -99.99      -99.99      -99.99
PGC0043124 588013382209110033        none             -99.99      -99.99      -99.99
PGC0043128 587725041707647104 94798928414769152    0.009063   0.0002055      0.9929
PGC0043129 587738950952878150        none             -99.99      -99.99      -99.99
PGC0043136 588017990147440789 503791774037180416     0.04739   0.0001941      0.9975
PGC0043146 588017991758053386 504354755431104512    0.003658   6.585e-05           1
PGC0043149 587725040097099792        none             -99.99      -99.99      -99.99
PGC0043153 588848900454744095 82412353936687104     0.04717   0.0001966      0.9991
PGC0043157 587739407858335813 559521699205218304     0.01423   0.0001762      0.9993
PGC0043185 588010877690576915 238634473774645248     0.03378   0.0001498      0.9998
PGC0043186 587736803201712190 498439077515755520    0.005418    7.93e-05           1
PGC0043189 587729158428360717        none             -99.99      -99.99      -99.99
PGC0043197        none               none             -99.99      -99.99      -99.99
PGC0043198 587722981745295552 82412353202683904     0.02338   9.454e-05      0.9987
PGC0043202 587724650336026666        none             -99.99      -99.99      -99.99
PGC0043238 587724648188543033 95080393757163520    0.003765   0.0001056      0.9901
PGC0043241 588017992831860851        none             -99.99      -99.99      -99.99
PGC0043254 588017726551031914        none             -99.99      -99.99      -99.99
PGC0043255 588013381672370205        none             -99.99      -99.99      -99.99
PGC0043286 587739407858466990 559521699360407552     0.01359   0.0001617      0.9993
PGC0043288 588017720647417861        none             -99.99      -99.99      -99.99
PGC0043303 587736804544020568 498439078555942912    0.004707   8.282e-05      0.9998
PGC0043331 587726033864556575        none             -99.99      -99.99      -99.99
PGC0043338 588010878764449855        none             -99.99      -99.99      -99.99
PGC0043375 587738569780428810        none             -99.99      -99.99      -99.99
PGC0043386 588017704009531497 477048273547296768    0.002781   0.0001142      0.9966
PGC0043400 588010877690773718 238634473409740800    0.001915   0.0001608      0.9972
PGC0043413 587729159502299191 238634475561418752    0.002155   9.017e-05           1
PGC0043428 587739610240843792 559521698190196736     0.02363   9.936e-05      0.9994
PGC0043430 588013383819853882 249611805846929408     0.03309   0.0002053      0.9984
PGC0043452 587732135388381330 249611804873850880     0.01607   0.0001707      0.9991
PGC0043470 587726014000726046 147153379280289792    0.004422   0.0002265      0.9052
PGC0043495        none               none             -99.99      -99.99      -99.99
PGC0043504 588017111835344908 410337174093824000     0.02959   0.0001604      0.9994
PGC0043516 587732772670537752        none             -99.99      -99.99      -99.99
PGC0043525 587729158965559336 238634475720802304      0.0251   0.0001687       0.999
PGC0043575 587739504472883317 561492366960099328     0.02067   9.387e-05      0.9995
PGC0043601 588017570312290322 477329751640375296    0.005849   0.0001095      0.9184
PGC0043656 588017569238548561        none             -99.99      -99.99      -99.99
PGC0043671 588017702397542426        none             -99.99      -99.99      -99.99
PGC0043707 587736805618155555        none             -99.99      -99.99      -99.99
PGC0043728 587732771596992573 504354756018307072     0.02159   0.0001914      0.9992
PGC0043733 588017569238679556        none             -99.99      -99.99      -99.99
PGC0043750 587739305293709453        none             -99.99      -99.99      -99.99
PGC0043775 587729158428950544        none             -99.99      -99.99      -99.99
PGC0043784 587726031180660845 147434863836790784    0.003751   6.491e-05           1
PGC0043798 587726032254402575        none             -99.99      -99.99      -99.99
PGC0043837 588017991221903377        none             -99.99      -99.99      -99.99
PGC0043894        none               none             -99.99      -99.99      -99.99
PGC0043931 588017110225059870        none             -99.99      -99.99      -99.99
PGC0043939 587739719753531476 630453224335212544    0.008403   0.0001733      0.9959
PGC0043969 587726032791404619 147434864801480704     0.00325    6.84e-06       0.841
PGC0043971 587726032791404624        none             -99.99      -99.99      -99.99
PGC0043996 587732589570687075 269596600974704640    0.008857   0.0001761      0.9929
PGC0043998 588017730302771288 504636248292327424    0.009327   0.0001767      0.9995
PGC0044014 587722983356760066 82412354809102336    0.004365   0.0001366      0.9976
PGC0044025 587731892191952986 371210713537970176    0.008373   0.0001686      0.9995
PGC0044032 588013383283376276 249611806148919296     0.03442   0.0001727      0.9994
PGC0044033 588017726014947508        none             -99.99      -99.99      -99.99
PGC0044066 587722982819889426 82695481632751616    0.003702   5.132e-06      0.8763
PGC0044086 588010878228299852        none             -99.99      -99.99      -99.99
PGC0044089 587729157892341827 238916992273219584     0.00242   0.0008803      0.9955
PGC0044102 588010877691494597        none             -99.99      -99.99      -99.99
PGC0044117 587735695909060635        none             -99.99      -99.99      -99.99
PGC0044125 588017991759036543 504916060424634368    0.009027   0.0001137      0.8612
PGC0044170 588017570312814805        none             -99.99      -99.99      -99.99
PGC0044213 587739506083954749        none             -99.99      -99.99      -99.99
PGC0044240 587722984430698503 147434863329280000    0.009315   0.0002803      0.9258
PGC0044254 587724650337009809        none             -99.99      -99.99      -99.99
PGC0044323 587739719216988184 566275955572604928     0.02261   0.0002052      0.9989
PGC0044329 587739719216988183 631018078267768832     0.02089   0.0001829      0.9992
PGC0044354 587726015612125275 147434865065721856    0.002628   0.0001684      0.9223
PGC0044370 587739707401568407 566275956323385344    0.008503    0.000126      0.8961
PGC0044388 587725039024472164        none             -99.99      -99.99      -99.99
PGC0044392 587726014001512533 147434863165702144    0.003703   9.421e-05      0.9986
PGC0044414 587736804545003638 498721957722718208    0.003027   0.0001023       0.993
PGC0044432 587736804008132686 498721956737056768    0.006853   0.0001668      0.9988
PGC0044450 587726015612190823        none             -99.99      -99.99      -99.99
PGC0044468 587732771060777063 504354754109898752     0.02381   0.0001022      0.9114
PGC0044491 587738568707604532 498721956674142208   0.0007039   1.176e-05      0.8926
PGC0044495 588017992296169539 504916060546269184     0.03606     0.00016      0.9995
PGC0044536 587739304220557347 564868482647195648     0.00263   1.305e-05      0.5074
PGC0044557 587739098066649199        none             -99.99      -99.99      -99.99
PGC0044600 587738568707735581        none             -99.99      -99.99      -99.99
PGC0044631 588017949355212938 410618662249037824     0.02398   0.0001725      0.9933
PGC0044641 587733079205085271 292678876511862784     0.02769   0.0001198      0.9901
PGC0044719 588017570850013291 477329752823169024    0.004592   6.937e-05           1
PGC0044731 587738950954057734 567684619470635008     0.02791   9.067e-05      0.9997
PGC0044733 587738950954057734 567684619470635008     0.02791   9.067e-05      0.9997
PGC0044782 588007004715810893 169391156600242176    0.006951   1.091e-05      0.9978
PGC0044797 587726032792059952        none             -99.99      -99.99      -99.99
PGC0044806 587738950954057798 571906955589713920       0.028   0.0001829      0.9984
PGC0044807 587739098066845699        none             -99.99      -99.99      -99.99
PGC0044838 588017111299260431 410337172609040384     0.02461   0.0001686      0.9992
PGC0044846 588848899919315039 82695481020383232    0.003962   6.647e-06      0.9811
PGC0044858 587725041172349032 95360568638046208    0.004947   0.0001492      0.9596
PGC0044867 587738574068908121 569090601778151424     0.03555   0.0002236      0.9983
PGC0044896 587739720291057703 566275956684095488     0.02333   0.0009305      0.9998
PGC0044908 587739706865090570 566275955035734016     0.02457   0.0002179      0.9984
PGC0044913 587733196233965642 292678876469919744     0.03018   0.0001642      0.9994
PGC0044920 587738951490994361        none             -99.99      -99.99      -99.99
PGC0044921 587739706865090767 566275954968625152      0.0236   0.0001061      0.9977
PGC0044932 588010879302697121 239197480992899072     0.03953   0.0001498      0.9999
PGC0044961 587732589571080229        none             -99.99      -99.99      -99.99
PGC0044963 588017979970289795 569090603904663552     0.02742   0.0001587      0.9995
PGC0044986 587739506621284412 564868481363738624     0.02532   0.0001757      0.9992
PGC0045015 587735431227244708        none             -99.99      -99.99      -99.99
PGC0045039 588017728693010573 505200201720397824     0.02383   0.0001764      0.9942
PGC0045071 587729157893128254 239197479587807232     0.00969   0.0001825      0.9896
PGC0045085 587732484900192393 360514480561455104     0.02356   0.0001045      0.9943
PGC0045093 587736804008722435 498721956229545984     0.02136   0.0001702      0.9981
PGC0045137 588017992833564756 504916061347381248     0.00983   0.0001167       0.738
PGC0045145 587739097530237000 568247572657864704     0.03545   0.0001656      0.9992
PGC0045168 588017990686146721 504916059443167232     0.03504   0.0001498      0.9998
PGC0045195 587725039025193073 95642032906698752    0.004549   1.144e-05      0.8927
PGC0045196 587733197844643884        none             -99.99      -99.99      -99.99
PGC0045233 587739720291385396 565714745231933440     0.01979   0.0002259      0.9986
PGC0045236 587739304757952525        none             -99.99      -99.99      -99.99
PGC0045261 587739609168543831 571343880620867584     0.05194   0.0002259      0.9884
PGC0045264 587739505010999350        none             -99.99      -99.99      -99.99
PGC0045274 587739610242220131 571343880306294784     0.00268   0.0002821      0.5917
PGC0045306 587739096456691883 567684619965562880    0.003953   6.122e-06      0.8411
PGC0045309 588298662503448764 410900127507546112     0.02476   0.0001029      0.9979
PGC0045314 587739098604109917        none             -99.99      -99.99      -99.99
PGC0045322 587729157893456002 239197479088685056     0.02341    0.000184      0.9975
PGC0045336 587739096456757338 567684620011700224     0.01617   0.0001681       0.999
PGC0045339 587733197844709467 292678878021812224     0.02774   0.0001949      0.9945
PGC0045361 587732482753036468 360796018729549824     0.03435   0.0001579      0.9995
PGC0045362 587732772135305274        none             -99.99      -99.99      -99.99
PGC0045366 587739720828387432 565714745735249920     0.02331   8.478e-05      0.9832
PGC0045372 587725552288202773        none             -99.99      -99.99      -99.99
PGC0045410 587739304758083723 567684618698883072     0.01586   0.0001131      0.9264
PGC0045435 587735667449266232 371210714527825920     0.02752   0.0001062      0.9959
PGC0045451 587739610242416727 571343880776056832     0.01768   9.479e-05      0.9722
PGC0045457 588013383821033593 249893259579490304     0.02394   0.0001528      0.9995
PGC0045472 587732591718760467 269878128678010880     0.02775   0.0002015      0.9988
PGC0045478 588017728156729355 505481690068549632     0.02382   0.0001004      0.9991
PGC0045480 588848898846359573 82976921687687168     0.01815   9.214e-05      0.9994
PGC0045491 588848898846359752 83258393208291328     0.01832   7.494e-06       0.981
PGC0045502 588013383284228132 249893259650793472     0.01568   0.0001839      0.9994
PGC0045506 588298663040450724 410900128782614528   0.0006376   0.0001694      0.9986
PGC0045521 588011218059853906 220901125786697728     0.02713   0.0001757       0.999
PGC0045522 588017948282257438 411181692993142784     0.02785   0.0001979      0.9965
PGC0045528 588017627769667664 386974610328911872     0.02875   0.0001956      0.9987
PGC0045534 588017978897137784 587949503206653952     0.01102   0.0001895      0.9978
PGC0045538 587739304758214748        none             -99.99      -99.99      -99.99
PGC0045560 588013384357970014 249893259747262464     0.02387   0.0001706      0.9989
PGC0045567 587724649801449604        none             -99.99      -99.99      -99.99
PGC0045572 588011124116095022        none             -99.99      -99.99      -99.99
PGC0045580 587741723361476707        none             -99.99      -99.99      -99.99
PGC0045583 588011124116095049        none             -99.99      -99.99      -99.99
PGC0045593 588017702937886775 477609692273573888     0.02521   0.0001964      0.9976
PGC0045605 588011124116160521 220619643071496192      0.0279   0.0001663      0.9997
PGC0045610 588298662503710893 411462841816580096     0.03574   0.0001048      0.9892
PGC0045614 588017724942712910        none             -99.99      -99.99      -99.99
PGC0045629 587722984432009290 82976923881308160     0.01816   0.0002031       0.999
PGC0045632 587726031719301138 147716342097641472     0.01883   0.0001964      0.9982
PGC0045644 588848898846556313 82976921377308672     0.02445   0.0001415      0.9998
PGC0045655 587733197844971548 292960416579977216     0.02892   0.0001884      0.9989
PGC0045658 587739706865877000 565714744732811264     0.01866    0.000114      0.9945
PGC0045668 587739706329006196 565714744711839744     0.02378   0.0001655      0.9978
PGC0045684 587739303684669592        none             -99.99      -99.99      -99.99
PGC0045700 587739609705808034 571343881132572672      0.0176   9.552e-05      0.9759
PGC0045719 587739304221605914 567684618170400768     0.03688   0.0001994      0.9981
PGC0045728 587739097530826863 567684620577931264     0.00353   4.985e-06      0.7712
PGC0045737 587735430690963626 360796019501301760     0.02514   8.926e-05      0.9978
PGC0045739 587732484363911180 360796019476135936     0.03136   0.0001612      0.9996
PGC0045741 588017702938083624 477609692109996032     0.01194   3.982e-05        0.65
PGC0045749 587739098067697695        none             -99.99      -99.99      -99.99
PGC0045750 588017569777451128 477891279913484288     0.01128   0.0001765      0.9949
PGC0045755 587739305295347821        none             -99.99      -99.99      -99.99
PGC0045756 587739707939684388 565714746284703744     0.02355   0.0002018      0.9992
PGC0045757 587739720828846104 565714746301480960     0.02427   0.0001122      0.9922
PGC0045773 588017113974767703 411462841720111104     0.02829   0.0001688       0.998
PGC0045778 587739407323693063 589358274495643648     0.03677   0.0002275      0.9977
PGC0045779 587726033866981394 239478520554717184     0.01019   0.0001052       0.926
PGC0045781 588298664114389154 411462841900466176     0.02903   0.0001548      0.9995
PGC0045782 587722982821658635 82976921482166272     0.01284   0.0001714       0.999
PGC0045787 587739096994086935 572188287565824000     0.00376   0.0001112      0.9895
PGC0045798 587735431227900067 360796019765542912     0.01603   0.0002299       0.897
PGC0045807 587729388229623861 269878128854171648    0.006858   9.766e-06      0.8405
PGC0045814 588017947208843491 411181692808593408     0.01005   0.0001123      0.7926
PGC0045828 588017627233124522        none             -99.99      -99.99      -99.99
PGC0045833 588017627233189926 387256089004998656     0.03532   0.0001851      0.9983
PGC0045834 588298662503972874 411462841485230080     0.02832   5.209e-05      0.9748
PGC0045840 588010879840682090        none             -99.99      -99.99      -99.99
PGC0045844 587726033330176253        none             -99.99      -99.99      -99.99
PGC0045848 587738950418235417 567684618296229888    0.002878    6.23e-06      0.8411
PGC0045849 588017626159448133        none             -99.99      -99.99      -99.99
PGC0045875 588017729230930049 506044640227491840    0.002786   0.0001753       0.994
PGC0045880 588298663577649247 411462842139541504     0.02904   0.0002043      0.9987
PGC0045883 588017704012021775        none             -99.99      -99.99      -99.99
PGC0045887 587739505548591121 592454645062828032     0.02114   0.0001607      0.9996
PGC0045897 588017721186254858 411181692691152896     0.00178   0.0001415      0.8685
PGC0045905 587739505011720448 592454644844724224     0.02038   8.302e-05      0.9806
PGC0045915 588017710971944971        none             -99.99      -99.99      -99.99
PGC0045920 588017991224000516        none             -99.99      -99.99      -99.99
PGC0045921 587739406787018756 589358274994765824     0.03511    0.000103      0.9971
PGC0045927 587739096994218053        none             -99.99      -99.99      -99.99
PGC0045934 587739302611320858 589358273644199936     0.01598   9.579e-05      0.9139
PGC0045936 587729160578596942 239478522597343232     0.02354   9.433e-05      0.9969
PGC0045938 587739721902784592 565714746486030336     0.01624    0.000163      0.9986
PGC0045939 588017115048640613        none             -99.99      -99.99      -99.99
PGC0045948 587739097531088918        none             -99.99      -99.99      -99.99
PGC0045992 588017721723125827        none             -99.99      -99.99      -99.99
PGC0046009 587738951492108403 572188287192530944    0.002973   0.0001433      0.7481
PGC0046039 588017114511835207        none             -99.99      -99.99      -99.99
PGC0046041 587739305295610003        none             -99.99      -99.99      -99.99
PGC0046046 587739504475045936 592454644647591936     0.02495   0.0001517      0.9995
PGC0046065 587739304758804553        none             -99.99      -99.99      -99.99
PGC0046077 588017571388457012 477891280853008384     0.02538    0.000169      0.9996
PGC0046089 587726033330503829 147998970461814784     0.02182    0.000204      0.9718
PGC0046092 587739407324020780 589358275162537984     0.03797   0.0002235       0.997
PGC0046093 588017948819652842        none             -99.99      -99.99      -99.99
PGC0046127 588298664114716769        none             -99.99      -99.99      -99.99
PGC0046131 587739707940143109 565714746788020224     0.02202   0.0001851      0.9989
PGC0046138 587726033330569264        none             -99.99      -99.99      -99.99
PGC0046152 587735696447111236 371492232068333568     0.03794   0.0001551      0.9996
PGC0046153 588017948819718147        none             -99.99      -99.99      -99.99
PGC0046171 587739408397762672 569655167138398208     0.02322   0.0001615      0.9993
PGC0046180 587739608095850504        none             -99.99      -99.99      -99.99
PGC0046202 587739608095850558 592454644374962176     0.01958   0.0001799      0.9994
PGC0046206 587733079206199317 469448267868930048     0.03275   0.0002047      0.9947
PGC0046218 587724649802301494        none             -99.99      -99.99      -99.99
PGC0046250 588017728157712437 506044639472517120     0.02364   0.0001636      0.9986
PGC0046262 588017730842067027 506044641141850112     0.02403   8.521e-05      0.9857
PGC0046263 587735697520853002 371492232089305088    0.009222   0.0001618      0.9997
PGC0046278 587729160579055636        none             -99.99      -99.99      -99.99
PGC0046293 587739505012179024        none             -99.99      -99.99      -99.99
PGC0046319 587722982822379530        none             -99.99      -99.99      -99.99
PGC0046321 587729158431637533 239760159188975616     0.02077   0.0001784      0.9989
PGC0046336 587724650876174378 96204975285207040     0.01912   9.301e-05      0.9994
PGC0046342 588017728157843537        none             -99.99      -99.99      -99.99
PGC0046354 587739505549115429        none             -99.99      -99.99      -99.99
PGC0046355 587739507159662617        none             -99.99      -99.99      -99.99
