# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0012772 587724242841501700 129701503576309760     0.01892    0.000178      0.9992
PGC0012801 587724242304630856 129701503752470528     0.03449   9.799e-05       0.998
PGC0012803 587724242304630877 129701503765053440     0.03483   0.0001012      0.9982
PGC0013005 587724242842026102 129982917555257344     0.01393   0.0001087      0.9842
PGC0013009 587724242842026028 129982917530091520     0.01315    0.001474      0.9938
PGC0013117 587731513157615707 200915763161202688        -100        -100      -99.99
PGC0013204 587724240694870246 129982916280188928     0.03408   8.799e-05      0.9994
PGC0013218 587724241768677443 129982918524141568     0.01756   0.0001869      0.9991
PGC0013308 587724241232003275 130264387993731072     0.01032   0.0001083       0.805
PGC0013394 587724241769070693        none             -99.99      -99.99      -99.99
PGC0013406 587731514232078501 201197336309792768        -100        -100      -99.99
PGC0013407 587727180620693641        none             -99.99      -99.99      -99.99
PGC0013421 587727180620693561 130264388228612096     0.02052   0.0001028      0.9914
PGC0013426 587724242842943675 130264388429938688     0.01377   0.0002131      0.9604
PGC0013535 587727179547148441 130264388765483008     0.01753   0.0001562      0.9996
PGC0013600 587727179010408454        none             -99.99      -99.99      -99.99
PGC0013702 588015509830762647 117316119139713024     0.04062   9.651e-05      0.9988
PGC0013879 587724240696442920 130545858365095936       0.021   0.0001021      0.9963
PGC0013903 587731514233192563        none             -99.99      -99.99      -99.99
PGC0014004 587727179011522630 130545857870168064     0.03298   0.0002256      0.9951
PGC0014100 587727179011850343 130545860042817536     0.01652    0.000109      0.9934
PGC0020545 587738067797934296        none             -99.99      -99.99      -99.99
PGC0020799 587737826474000610        none             -99.99      -99.99      -99.99
PGC0020886 587737826743157030        none             -99.99      -99.99      -99.99
PGC0020900 587737934118453302 524898334897340416     0.02768   0.0001608      0.9991
PGC0021014 587738196647084124 525179806610882560     0.01046   0.0001919      0.9989
PGC0021073 587737827281535216 488305390350499840    0.001135    0.001163        0.65
PGC0021104 587737810101469506 488305390010761216     0.01188   0.0002626      0.6576
PGC0021119 587738066188763228 524898336822525952      0.0231   0.0001611      0.9995
PGC0021120 587728931868246234        none             -99.99      -99.99      -99.99
PGC0021144 587725775602385217 121538526276747264     0.03568   0.0001821       0.997
PGC0021154        none               none             -99.99      -99.99      -99.99
PGC0021168 587725774528184462        none             -99.99      -99.99      -99.99
PGC0021187 587737809027334151 488023972080779264      0.0198   0.0001002      0.9976
PGC0021220        none               none             -99.99      -99.99      -99.99
PGC0021244 587725550653473063        none             -99.99      -99.99      -99.99
PGC0021280        none               none             -99.99      -99.99      -99.99
PGC0021291 587725774528643442 121538525660184576     0.06182   0.0001895      0.9964
PGC0021321        none               none             -99.99      -99.99      -99.99
PGC0021336 587727867252506942 152501126103564288     0.01559   0.0001167      0.9902
PGC0021341        none               none             -99.99      -99.99      -99.99
PGC0021372 587727867252703391 152501126241976320     0.01567   0.0001725      0.9993
PGC0021382 587735043067740218        none             -99.99      -99.99      -99.99
PGC0021402        none               none             -99.99      -99.99      -99.99
PGC0021414 587734622697160869        none             -99.99      -99.99      -99.99
PGC0021431 587737826208645123 488586868791705600     0.01971   9.887e-05       0.998
PGC0021437 587731886267236551 250174574321205248      0.0265   0.0001796      0.9987
PGC0021443 587738066727534662 525742776923455488     0.03222   8.516e-05      0.9991
PGC0021475 587725550654521682 121538525123313664     0.01302   0.0001097      0.9898
PGC0021491 587727867253162550 152501126292307968     0.01323   0.0001745      0.9944
PGC0021495 587734840666554965        none             -99.99      -99.99      -99.99
PGC0021513 587738067802259774 526024256878804992     0.02152   0.0001984      0.9892
PGC0021515 587732054307963423 241448742778044416     0.02457   9.255e-05      0.9839
PGC0021517 587725551191982427        none             -99.99      -99.99      -99.99
PGC0021542 587732053233893510 241448742312476672    0.007546   0.0001617      0.9997
PGC0021555 587728669875372067        none             -99.99      -99.99      -99.99
PGC0021558 587725551192113224 121820030416453632     0.01118   0.0001785      0.9986
PGC0021578 587738066728124806 525742778475347968     0.02104   9.336e-05      0.9742
PGC0021580 587731872846119109        none             -99.99      -99.99      -99.99
PGC0021581 587728669875372197 152782746723287040     0.01556   9.589e-05      0.9991
PGC0021585 587725551729311997        none             -99.99      -99.99      -99.99
PGC0021600 587738947729686592        none             -99.99      -99.99      -99.99
PGC0021618 587738067802783786        none             -99.99      -99.99      -99.99
PGC0021657 587728931333472579 212737955561734144     0.01243   1.183e-05      0.8751
PGC0021659 587738196650164280 526024257151434752     0.01833   0.0001902      0.9995
PGC0021665 587738196650164241 526024257130463232     0.01888   0.0001783      0.9992
PGC0021676 587728931333537955        none             -99.99      -99.99      -99.99
PGC0021680 587738066191384958 525742778827669504     0.02146   0.0002183      0.9786
PGC0021688 587725551192703028 121820032203227136     0.01984   8.794e-05      0.9637
PGC0021733 587738067803308267        none             -99.99      -99.99      -99.99
PGC0021755 587738066191712418 526024256362905600     0.02179   9.495e-05      0.9944
PGC0021767 587737809030152234        none             -99.99      -99.99      -99.99
PGC0021774 588007005230530750        none             -99.99      -99.99      -99.99
PGC0021776 588007005230530751        none             -99.99      -99.99      -99.99
PGC0021782        none               none             -99.99      -99.99      -99.99
PGC0021786 587725774530936974 122382984803254272     0.02863   0.0002179      0.9983
PGC0021789 587731521734312073 298307993676546048     0.02741   8.483e-05      0.9989
PGC0021802 587731520660242546 298307992934154240     0.01634   0.0001736      0.9992
PGC0021819 587738195039093093 526024255876366336     0.02162   0.0001078      0.9988
PGC0021847 587728932408459307        none             -99.99      -99.99      -99.99
PGC0021849 587732152018927651        none             -99.99      -99.99      -99.99
PGC0021857 587731886268940493 250457442272411648      0.0272   0.0001782      0.9943
PGC0021891 587731886806139157 250738572741574656     0.01347    0.000204      0.9506
PGC0021909 587731872847429772 250457442645704704     0.01238   0.0001047      0.9962
PGC0021918 587728931871523021 213020899564060672     0.01602   0.0001892      0.9978
PGC0021919 588016840167653782 445520784534798336     0.01556   0.0001087       0.939
PGC0021927 587731872847495230 250457442654093312     0.02758   9.413e-05       0.996
PGC0021940 587731873384563031 250738572749963264     0.01424   9.419e-05      0.9988
PGC0021976 587732156314419544 261434599719043072    0.007158   0.0001707      0.9969
PGC0021978 587738947193864338 540942426789904384      0.0282   0.0001088       0.982
PGC0021983 587728906099949620 213020899530506240     0.01598   0.0002124       0.959
PGC0022008 587725774531657955 122382986422255616     0.03209   0.0001665      0.9991
PGC0022032 587732054309732732 241730227561037824     0.02642   0.0001736      0.9981
PGC0022042 587731681185038716 298589546558259200     0.01463   0.0003141      0.4647
PGC0022052 587738066192695536        none             -99.99      -99.99      -99.99
PGC0022063 588007004694380671 122664447079612416      0.0412   0.0002216      0.9693
PGC0022093 587738066192695340        none             -99.99      -99.99      -99.99
PGC0022096 587741421632291234 637489911133372416     0.01568   0.0001733       0.994
PGC0022110 587738196651737130 526587485858299904     0.02281   0.0001007      0.9929
PGC0022134        none               none             -99.99      -99.99      -99.99
PGC0022143 587739407828910601 540942425670025216     0.01596   0.0001794      0.9914
PGC0022144 587728670414536931 153346590088626176     0.01987    8.58e-05      0.9786
PGC0022151 587731680111231194 298589547283873792     0.01688   0.0001893       0.985
PGC0022162 587738065655759026 526024258107736064     0.02262   0.0001655      0.9995
PGC0022176 587725551194276038 123227341907296256     0.01248   0.0001861      0.9973
PGC0022188 588013382183289351        none             -99.99      -99.99      -99.99
PGC0022205 587734623236784383        none             -99.99      -99.99      -99.99
PGC0022260 587725469052960893        none             -99.99      -99.99      -99.99
PGC0022266 587745403065532716        none             -99.99      -99.99      -99.99
PGC0022279 587737810106056855 500972000827670528      0.0117   8.849e-05      0.9984
PGC0022297 587731681185694012 298871043135635456     0.01764   0.0001005      0.8804
PGC0022305 587728931872637244        none             -99.99      -99.99      -99.99
PGC0022314 587731886270316660 250738574012448768     0.01797   0.0001677       0.999
PGC0022317 587734623237111914 339122085798346752     0.01548   0.0001898      0.9984
PGC0022321 587738196114997272        none             -99.99      -99.99      -99.99
PGC0022322 587738196114997271        none             -99.99      -99.99      -99.99
PGC0022340 587728670415126752 153346590461919232     0.01279   9.624e-05      0.8362
PGC0022343 587734623237111983 339122085789958144     0.01613   0.0001648      0.9992
PGC0022350 587728668803793002 153346589451091968     0.04083   0.0002317      0.9945
PGC0022378 587731522273214545 298871043118858240     0.05921   0.0001791      0.9991
PGC0022381 587731886270513303 251020051660931072     0.01737   9.479e-05      0.9989
PGC0022389 587739115234852912 541505384687337472     0.01584   0.0001873      0.9936
PGC0022391 587739407292563566        none             -99.99      -99.99      -99.99
PGC0022397 587732157389733905 261716087735844864     0.02221   0.0002152       0.999
PGC0022403 588297864708489225        none             -99.99      -99.99      -99.99
PGC0022404 587741421633011829 638052848545824768     0.01551    0.000113      0.9916
PGC0022408 587739153890214288 541505384574091264     0.04131   0.0002016      0.9986
PGC0022417 587731873386004741 251020051367329792     0.01973   9.106e-05      0.9996
PGC0022418 587737825137787048 500971999128977408      0.0223   0.0001962      0.9982
PGC0022443 587732156852797599 261716087651958784     0.02778   0.0001162      0.9902
PGC0022445 587732156852797482 261716087635181568     0.02679   9.531e-05      0.9992
PGC0022446 588007004695494687 123227341160710144    0.002375   9.574e-06      0.8405
PGC0022453 587735235807215692 356010745458065408     0.01843   0.0001828      0.9891
PGC0022468 587728906638393468        none             -99.99      -99.99      -99.99
PGC0022495 587734622700503481        none             -99.99      -99.99      -99.99
PGC0022501 587741387272683703 638052848864591872     0.01557   0.0002026      0.9988
PGC0022510 587741421633273933        none             -99.99      -99.99      -99.99
PGC0022525 587737810106712081        none             -99.99      -99.99      -99.99
PGC0022542 587745539968008489        none             -99.99      -99.99      -99.99
PGC0022554 587738565478449474        none             -99.99      -99.99      -99.99
PGC0022565 587732470920249536 261716089153519616     0.01742   0.0001122      0.9831
PGC0022581 587741421633404998 638334469035524096     0.01626   9.814e-05       0.992
PGC0022585 587739376154837059 585978593624981504      0.0162   0.0001756      0.9995
PGC0022596 587735236344545418        none             -99.99      -99.99      -99.99
PGC0022609 587725469054009437 123227340707725312     0.03226    0.000208      0.9982
PGC0022618 587725470128275628 123227342595162112     0.01546   0.0002082      0.9885
PGC0022644 587738195578585149        none             -99.99      -99.99      -99.99
PGC0022677 588297863635075268        none             -99.99      -99.99      -99.99
PGC0022678 587731887345434864 251300642314780672     0.02911    0.000166      0.9978
PGC0022681 587738947732570286        none             -99.99      -99.99      -99.99
PGC0022693 588297863635140914 339403562897375232      0.0168   0.0001051      0.9505
PGC0022698 587725551732916271        none             -99.99      -99.99      -99.99
PGC0022707 587725774533623836        none             -99.99      -99.99      -99.99
PGC0022710 587738067805864085 527150448818257920      0.8344   0.0004848      0.1086
PGC0022724 587734622701093005 339403564948389888     0.01697    0.001058      0.9997
PGC0022749 587739377229168774 541505384020443136     0.01572   0.0002235      0.9984
PGC0022752 587737809570038054 501253479184990208     0.02259   7.707e-05      0.9996
PGC0022755        none               none             -99.99      -99.99      -99.99
PGC0022762 587738196116111595 526868966035947520     0.03289   0.0001818      0.9983
PGC0022766 587728932411080803 213582459051180032     0.04155   0.0001759      0.9989
PGC0022767 587734948578394188        none             -99.99      -99.99      -99.99
PGC0022772 588016879361917172 446083753379364864     0.02252   0.0001545      0.9997
PGC0022800 587737809570168882 501253480359395328     0.01756   0.0002001       0.999
PGC0022802 587727866183155724 153628068655661056     0.02638   0.0001743      0.9994
PGC0022803 587739407293546873 585978595403366400     0.01721   8.327e-05      0.9759
PGC0022805 587728932411146361 213863937777598464     0.01307   0.0001016      0.9945
PGC0022827 587739407293612257        none             -99.99      -99.99      -99.99
PGC0022830 587734622164353132        none             -99.99      -99.99      -99.99
PGC0022838 587728906639442160 213863937597243392      0.0131   0.0001961      0.9984
PGC0022860 587739377229496527 585978595629858816     0.01736   0.0001682      0.9992
PGC0022866        none               none             -99.99      -99.99      -99.99
PGC0022867 588848900424269919        none             -99.99      -99.99      -99.99
PGC0022873 587741421634126200 638334469899550720    0.009517   0.0001346      0.6019
PGC0022881 588848900424270213        none             -99.99      -99.99      -99.99
PGC0022883 587725074447794361        none             -99.99      -99.99      -99.99
PGC0022890        none               none             -99.99      -99.99      -99.99
PGC0022896 587725469591863635 123790325327069184     0.02291   9.913e-05      0.9963
PGC0022915 587725471203328190 123508879953756160     0.03155   9.242e-05       0.996
PGC0022921 587735043609198672 356292214000713728     0.01406   0.0002609      0.9122
PGC0022922 587731680650461206        none             -99.99      -99.99      -99.99
PGC0022941 587725550659371050 123508880025059328     0.01046   0.0001075      0.8832
PGC0022950        none               none             -99.99      -99.99      -99.99
PGC0022955 587725471203459166 123508879991504896    0.007868   0.0002447      0.8973
PGC0022957 587735043609329845 356573705259712512     0.01364   9.987e-05      0.9978
PGC0022958 587735043609329848 356292214457892864     0.01387   0.0001879      0.9924
PGC0022962 587732578293514627        none             -99.99      -99.99      -99.99
PGC0023017 587734621627940968 339685038180270080     0.02095   9.824e-05      0.9981
PGC0023024 587738195579633799 526868966321160192      0.0118   0.0001739      0.9996
PGC0023028 587731886272413783 251300643371745280    0.008228   9.567e-05      0.9986
PGC0023040 588007005234266194        none             -99.99      -99.99      -99.99
PGC0023047 587738067806781550 527150449439014912     0.02671   9.507e-05      0.9997
PGC0023057 588007005234266362 124353237359788032     0.03998   0.0002031      0.9562
PGC0023064        none               none             -99.99      -99.99      -99.99
PGC0023069 587737826214019353 501535843068936192     0.01822   0.0001813      0.9982
PGC0023071 587725470129586301        none             -99.99      -99.99      -99.99
PGC0023086 587738371671130266        none             -99.99      -99.99      -99.99
PGC0023093 587728905566093388 213863936951320576     0.02766    9.09e-05      0.9986
PGC0023103 587738065658249278 526868964119150592     0.01171   1.547e-05      0.9969
PGC0023110 587725774534869026        none             -99.99      -99.99      -99.99
PGC0023111 587738197191229681 527436437671378944      0.0269   0.0001829      0.9988
PGC0023117 588010357987868805        none             -99.99      -99.99      -99.99
PGC0023147 587745402530758681 723904330582720512     0.03002   9.296e-05       0.991
PGC0023152        none               none             -99.99      -99.99      -99.99
PGC0023160 587738067807043703 527436438153723904     0.02709   0.0002095       0.998
PGC0023169 588016878289027110 446365308672802816     0.01442   0.0001863       0.996
PGC0023170 588297863636517164 339685038125744128     0.02552    0.000172      0.9989
PGC0023173 587734623239405738 339685039694413824     0.01996   0.0001527      0.9994
PGC0023193 588016878826094650 446365308546973696     0.01389   0.0001734      0.9993
