PGC_name         RA        DEC          z_hel   z_hel_err   z_hel_cat       z_dis   z_dis_err   z_dis_cat       z_all  z_all_type  z_all_err  z_all_err_type   D_com       D_lum      D_diam
PGC0028655 148.9674583  69.6802222   0.0007715   1.901e-05          HL    0.001625      -99.99          HL    0.001625         DIS   1.901e-05         HEL      6.8502      6.8613      6.8391
PGC0028672 149.0600000  59.3069167    0.009987   1.334e-05          HL     0.01075      -99.99          HL     0.01075         DIS   1.334e-05         HEL     45.9391     46.4329     45.4505
PGC0028699 149.1490417   1.4285278     0.02754   7.372e-05          HL     0.02748      -99.99          HL     0.02748         DIS   7.372e-05         HEL    117.1151    120.3335    113.9829
PGC0028714 149.1917500  28.8260556     0.00166   2.435e-05          HL    0.002036      -99.99          HL    0.002036         DIS   2.435e-05         HEL      8.7760      8.7939      8.7582
PGC0028741 149.3191250   4.5280556    0.007136   3.069e-05          HL    0.007121      -99.99          HL    0.007121         DIS   3.069e-05         HEL     30.3637     30.5799     30.1490
PGC0028757 149.3837500  69.0461111   0.0001621   2.635e-05          HL    0.001011      -99.99          HL    0.001011         DIS   2.635e-05         HEL      4.2819      4.2862      4.2776
PGC0028789 149.5047917  47.3243056    0.001726   0.0001411          HL     0.00236      -99.99          HL     0.00236         DIS   0.0001411         HEL     10.0597     10.0834     10.0360
PGC0028796 149.5291250  10.3595000     0.01793   6.038e-05          HL     0.01801      -99.99          HL     0.01801         DIS   6.038e-05         HEL     76.8072     78.1905     75.4484
PGC0028805 149.5881250  32.3701389    0.004913   1.301e-05          HL    0.005343      -99.99          HL    0.005343         DIS   1.301e-05         HEL     22.8879     23.0101     22.7662
PGC0028809 149.6592083   1.0572778     0.04644   7.005e-05          HL     0.04637      -99.99          HL     0.04637         DIS   7.005e-05         HEL    196.6206    205.7379    187.9074
PGC0028815 149.6675417  28.8772778     0.02137   8.606e-05          HL     0.02175      -99.99          HL     0.02175         DIS   8.606e-05         HEL     92.7372     94.7543     90.7631
PGC0028818 149.6740000   5.2643611     0.01351   0.0001121          HL     0.01351      -99.99          HL     0.01351         DIS   0.0001121         HEL     57.6585     58.4375     56.8899
PGC0028846 149.7885417  50.9876944     0.02554   0.0001301          HL     0.02622      -99.99          HL     0.02622         DIS   0.0001301         HEL    111.6087    114.5351    108.7571
PGC0028852 149.8180417   3.3137222     0.01296   1.634e-05          HL     0.01292      -99.99          HL     0.01292         DIS   1.634e-05         HEL     55.1027     55.8146     54.3998
PGC0028868 149.8602500  30.7463889   7.939e-05   1.568e-05          HL    0.000487      -99.99          HL    0.000487         DIS   1.568e-05         HEL      2.1412      2.1422      2.1401
PGC0028888 149.9216667  35.3927778     0.01716   1.468e-05          HL     0.01764      -99.99          HL     0.01764         DIS   1.468e-05         HEL     75.3191     76.6478     74.0135
PGC0028897 149.9341250  12.9882222     0.02378   7.972e-05          HL      0.0239      -99.99          HL      0.0239         DIS   7.972e-05         HEL    101.8593    104.2937     99.4817
PGC0028910 149.9831250  13.0434167     0.03546   2.869e-05          HL     0.03559      -99.99          HL     0.03559         DIS   2.869e-05         HEL    151.3568    156.7436    146.1552
PGC0028913 150.0002083   5.3323333    0.001007   8.673e-06          HL    0.001008      -99.99          HL    0.001008         DIS   8.673e-06         HEL      4.2819      4.2862      4.2776
PGC0028939 150.1133750   3.3740556    0.006841   1.701e-05          HL    0.006811      -99.99          HL    0.006811         DIS   1.701e-05         HEL     29.0825     29.2806     28.8858
PGC0028947 150.1308333   3.2050000    0.007136   2.001e-05          HL    0.007103      -99.99          HL    0.007103         DIS   2.001e-05         HEL     30.3637     30.5794     30.1496
PGC0028949 150.1334167   4.4075000     0.01389   2.835e-05          HL     0.01387      -99.99          HL     0.01387         DIS   2.835e-05         HEL     59.1491     59.9695     58.3399
PGC0028964 150.1885000   4.7345000     0.01327   0.0001881          HL     0.01326      -99.99          HL     0.01326         DIS   0.0001881         HEL     56.5937     57.3441     55.8530
PGC0028974 150.2178333  55.6189444    0.004011   6.371e-05          HL    0.004742      -99.99          HL    0.004742         DIS   6.371e-05         HEL     20.3235     20.4198     20.2275
PGC0028984 150.2630833  36.6190000     0.02207   0.0001077          HL     0.02256      -99.99          HL     0.02256         DIS   0.0001077         HEL     96.1324     98.3012     94.0115
PGC0029024 150.3966667  12.7646667     0.02087   0.0001598          HL       0.021      -99.99          HL       0.021         DIS   0.0001598         HEL     89.5532     91.4338     87.7113
PGC0029030 150.4064167  39.6270278     0.02328   1.735e-05          HL     0.02382      -99.99          HL     0.02382         DIS   1.735e-05         HEL    101.4352    103.8514     99.0752
PGC0029036 150.4250000  33.1370833    0.004818   3.903e-05          HL    0.005263      -99.99          HL    0.005263         DIS   3.903e-05         HEL     22.4605     22.5787     22.3429
PGC0029043 150.4500000  36.4989444    0.004773   4.303e-05          HL    0.005266      -99.99          HL    0.005266         DIS   4.303e-05         HEL     22.4605     22.5788     22.3428
PGC0029050 150.4938750  55.6805833     0.00374   2.468e-05          HL    0.004471      -99.99          HL    0.004471         DIS   2.468e-05         HEL     19.0410     19.1262     18.9563
PGC0029057 150.5297500   3.0575278     0.02345   0.0001828          HL     0.02342      -99.99          HL     0.02342         DIS   0.0001828         HEL     99.7386    102.0745     97.4562
PGC0029061 150.5573750  13.6963889     0.02331      -99.99         NED     0.02345      -99.99  NED-vir-HL     0.02345         DIS      -99.99        none     99.9507    102.2945     97.6606
PGC0029142 150.8120000  53.9189167      0.0389   0.0001651          HL     0.03962      -99.99          HL     0.03962         DIS   0.0001651         HEL    168.2233    174.8883    161.8123
PGC0029146 150.8334583  68.7337778   3.636e-05   2.101e-05          HL   0.0008859      -99.99          HL   0.0008859         DIS   2.101e-05         HEL      3.8538      3.8572      3.8504
PGC0029156 150.8735000  13.1027778     0.02766   2.368e-05          HL     0.02779      -99.99          HL     0.02779         DIS   2.368e-05         HEL    118.3854    121.6754    115.1845
PGC0029172 150.9824167  63.5865000     0.02374   5.237e-05          HL     0.02455      -99.99          HL     0.02455         DIS   5.237e-05         HEL    104.6155    107.1838    102.1087
PGC0029174 150.9632083  50.3479167     0.03206   8.706e-05          HL     0.03274      -99.99          HL     0.03274         DIS   8.706e-05         HEL    139.3221    143.8835    134.9053
PGC0029186 150.9878750  40.7559722    0.002013   8.339e-06          HL    0.002567      -99.99          HL    0.002567         DIS   8.339e-06         HEL     10.9154     10.9434     10.8874
PGC0029196 151.0220000  31.1858333     0.02068   1.735e-05          HL      0.0211      -99.99          HL      0.0211         DIS   1.735e-05         HEL     89.9778     91.8763     88.1185
PGC0029205 151.0773750   3.6876389     0.02919   2.969e-05          HL     0.02917      -99.99          HL     0.02917         DIS   2.969e-05         HEL    124.0997    127.7197    120.5824
PGC0029206 151.0645000  53.3927500     0.03389   0.0001701          HL      0.0346      -99.99          HL      0.0346         DIS   0.0001701         HEL    147.1358    152.2267    142.2151
PGC0029209 151.0937917  13.6213889    0.009367   1.735e-05          HL    0.009511      -99.99          HL    0.009511         DIS   1.735e-05         HEL     40.6077     40.9939     40.2251
PGC0029220 151.1325833  60.1078056     0.01018   0.0001324          HL     0.01096      -99.99          HL     0.01096         DIS   0.0001324         HEL     46.7918     47.3047     46.2845
PGC0029229 151.1745833  55.3111389    0.003709   1.735e-05          HL    0.004439      -99.99          HL    0.004439         DIS   1.735e-05         HEL     19.0410     19.1256     18.9569
PGC0029230 151.1698750  29.3644167    0.001657   1.067e-05          HL    0.002049      -99.99          HL    0.002049         DIS   1.067e-05         HEL      8.7760      8.7940      8.7580
PGC0029237 151.1970000  57.6017778     0.04432   0.0001111          HL     0.04507      -99.99          HL     0.04507         DIS   0.0001111         HEL    191.1579    199.7733    182.9139
PGC0029247 151.1920000  44.7055000     0.02312   7.939e-05          HL     0.02372      -99.99          HL     0.02372         DIS   7.939e-05         HEL    101.0111    103.4071     98.6706
PGC0029249 151.2249167   5.0625556      0.0133   0.0001268          HL      0.0133      -99.99          HL      0.0133         DIS   0.0001268         HEL     56.8066     57.5622     56.0610
PGC0029261 151.2849167  44.5142778     0.02637   0.0001111          HL     0.02697      -99.99          HL     0.02697         DIS   0.0001111         HEL    114.7859    117.8816    111.7714
PGC0029295 151.3991667   4.2795556     0.06333   0.0001541          HL     0.06332      -99.99          HL     0.06332         DIS   0.0001541         HEL    267.5688    284.5112    251.6352
PGC0029338 151.5319167  47.2620278     0.02472   0.0001658          HL     0.02536      -99.99          HL     0.02536         DIS   0.0001658         HEL    108.0068    110.7458    105.3355
PGC0029340 151.5440417   2.9125278     0.02263   0.0001154          HL      0.0226      -99.99          HL      0.0226         DIS   0.0001154         HEL     96.3446     98.5220     94.2153
PGC0029365 151.6292917  32.9467500     0.00454    9.34e-06          HL    0.004987      -99.99          HL    0.004987         DIS    9.34e-06         HEL     21.3920     21.4987     21.2859
PGC0029413 151.7960000  12.6512778    0.009313   1.735e-05          HL    0.009443      -99.99          HL    0.009443         DIS   1.735e-05         HEL     40.3943     40.7758     40.0165
PGC0029415 151.7983750  33.0276111    0.004475   1.334e-05          HL    0.004924      -99.99          HL    0.004924         DIS   1.334e-05         HEL     20.9646     21.0679     20.8619
PGC0029427 151.8295417  47.0057778    0.002105   2.468e-05          HL    0.002743      -99.99          HL    0.002743         DIS   2.468e-05         HEL     11.7710     11.8033     11.7388
PGC0029428 151.8320833  10.3620556    0.001796   1.101e-05          HL    0.001889      -99.99          HL    0.001889         DIS   1.101e-05         HEL      8.1341      8.1495      8.1188
PGC0029459 151.9762500  29.4604722     0.01602   2.969e-05          HL     0.01641      -99.99          HL     0.01641         DIS   2.969e-05         HEL     70.0028     71.1516     68.8726
PGC0029460 151.9929583  68.3651111     0.03557   0.0002368          HL     0.03642      -99.99          HL     0.03642         DIS   0.0002368         HEL    154.7324    160.3678    149.2951
PGC0029468 152.0323333  29.5419722    0.003362   1.868e-05          HL    0.003761      -99.99          HL    0.003761         DIS   1.868e-05         HEL     16.0481     16.1085     15.9880
PGC0029469 152.0385000  51.8443889    0.003645   9.673e-06          HL     0.00434      -99.99          HL     0.00434         DIS   9.673e-06         HEL     18.6135     18.6943     18.5331
PGC0029472 152.0400000  53.0838889    0.003719   5.304e-05          HL    0.004427      -99.99          HL    0.004427         DIS   5.304e-05         HEL     19.0410     19.1253     18.9571
PGC0029474 152.0487083  42.4187778     0.02301   5.904e-05          HL     0.02359      -99.99          HL     0.02359         DIS   5.904e-05         HEL    100.5869    102.9598     98.2688
PGC0029475 152.0517083   9.9769444     0.02734   0.0001131          HL     0.02743      -99.99          HL     0.02743         DIS   0.0001131         HEL    116.9034    120.1101    113.7824
PGC0029484 152.0862917  31.8623056      0.0173   1.968e-05          HL     0.01774      -99.99          HL     0.01774         DIS   1.968e-05         HEL     75.7443     77.0880     74.4240
PGC0029488 152.1171667  12.3065000   0.0009437   1.668e-06          HL     0.00107      -99.99          HL     0.00107         DIS   1.668e-06         HEL      4.4959      4.5007      4.4911
