PGC_name         cz      redshift   nedname 
PGC050897        4978     0.01661   UGC_09117
PGC050902        1876    0.006258   UGC_09123
PGC050908       10818     0.03609   UGC_09131
PGC050909        7273     0.02426   UGC_09118
PGC050918        5746     0.01917   UGC_09120
PGC050942        2875    0.009591    NGC_5529
PGC050946        5553     0.01852    NGC_5525
PGC050954        6049     0.02018   UGC_09129
PGC050972        8517     0.02841   UGC_09132
PGC050973        3866      0.0129    NGC_5533
PGC050986        5848     0.01951    NGC_5536
PGC050990        3123     0.01042     IC_0995
PGC050994       11151      0.0372   UGC_09134
PGC051006        7406      0.0247    NGC_5532
PGC051008        1854    0.006184   UGC_09146
PGC051012        7791     0.02599   UGC_09144
PGC051018        3040     0.01014    NGC_5544
PGC051023        3079     0.01027    NGC_5545
PGC051026        3068     0.01023   UGC_09151
PGC051036        3083     0.01028     IC_0996
PGC051044       16134     0.05382   UGC_09140
PGC051074        5149     0.01718    NGC_5548
PGC051084        7324     0.02443    NGC_5546
PGC051090        7746     0.02584     IC_0992
PGC051094       12656     0.04222   UGC_09155
PGC051095       -9999      -99.99 CGCG_074-161
PGC051100       10878     0.03628     IC_4399
PGC051104        3213     0.01072    NGC_5557
PGC051105        4539     0.01514    NGC_5553
PGC051113        7715     0.02573   UGC_09159
PGC051128        7362     0.02456   UGC_09163
PGC051130       16775     0.05596   UGC_09162
PGC051155        5166     0.01723    NGC_5559
PGC051196        7436      0.0248    NGC_5572
PGC051207        1272    0.004242   UGC_09169
PGC051210         293    0.000977    NGC_5585
PGC051223        1729    0.005767    NGC_5560
PGC051233        1507    0.005027    NGC_5566
PGC051236        3602     0.01201    NGC_5579
PGC051237        8868     0.02958   UGC_09177
PGC051241        1780    0.005939    NGC_5569
PGC051251        1362    0.004543    NGC_5582
PGC051256        3655     0.01219   UGC_09192
PGC051264        4538     0.01514   UGC_09186
PGC051270        1659    0.005534    NGC_5574
PGC051272        7651     0.02552    NGC_5575
PGC051275        1487     0.00496    NGC_5576
PGC051281         689    0.002298   UGC_09193
PGC051286        1489    0.004967    NGC_5577
PGC051300        3397     0.01133    NGC_5588
PGC051302       14993     0.05001   UGC_09195
PGC051303        8126     0.02711     IC_1003
PGC051312        3208      0.0107    NGC_5580
PGC051319        5226     0.01743   UGC_09203
PGC051332        2303    0.007682    NGC_5587
PGC051340        2230    0.007438    NGC_5602
PGC051344        1638    0.005464    NGC_5584
PGC051354        5467     0.01824    NGC_5598
PGC051355        3122     0.01041    NGC_5596
PGC051358         686    0.002288   UGC_09211
PGC051368        8217     0.02741   UGC_09213
PGC051371       10263     0.03423   UGC_09214
PGC051372        5517      0.0184   NGC_5603B
PGC051382        5664     0.01889    NGC_5603
PGC051396         663    0.002212    NGC_5608
PGC051400        1397     0.00466   UGC_09215
PGC051417        5226     0.01743   UGC_09223
PGC051423        7221     0.02409    NGC_5599
PGC051426        8500     0.02835   UGC_09224
PGC051431        2015    0.006721    NGC_5611
PGC051433        8494     0.02833    NGC_5613
PGC051439        3892     0.01298    NGC_5614
PGC051448        8437     0.02814    NGC_5616
PGC051449        1256     0.00419   UGC_09225
PGC051450        5063     0.01689    NGC_5610
PGC051455        2048    0.006831   UGC_09232
PGC051462       11631      0.0388   UGC_09229
PGC051470        2973    0.009917   UGC_09235
PGC051471        2748    0.009166    NGC_5604
PGC051472         150      0.0005   UGC_09240
PGC051477        3372     0.01125   UGC_09238
PGC051483        4448     0.01484   UGC_09236
PGC051498        5561     0.01855   UGC_09239
PGC051503        1462    0.004876   UGC_09242
PGC051509        1885    0.006288   UGC_09245
PGC051511        3317     0.01106   UGC_09243
PGC051537        8374     0.02793   UGC_09244
PGC051541        3865     0.01289    NGC_5622
PGC051561        2370    0.007906   UGC_09251
PGC051564        1979    0.006601    NGC_5631
PGC051589        3924     0.01309   UGC_09253
PGC051598        3356     0.01119    NGC_5623
PGC051599        3932     0.01312   UGC_09269
PGC051603        7132     0.02379    NGC_5618
PGC051604        1600    0.005337   UGC_09252
PGC051610        8386     0.02797    NGC_5619
PGC051612        7702     0.02569     IC_1010
PGC051620        2334    0.007785    NGC_5633
PGC051621        4356     0.01453   UGC_09266
PGC051622        8249     0.02752   NGC_5619C
PGC051631        3452     0.01151   UGC_09268
PGC051635        2655    0.008856    NGC_5630
PGC051638        7314      0.0244   UGC_09264
PGC051645        7113     0.02373   UGC_09263
PGC051650        7433     0.02479   UGC_09267
PGC051664        1289      0.0043   UGC_09273
PGC051665        4091     0.01365   UGC_09279
PGC051668        4382     0.01462     IC_1017
PGC051681        4498       0.015    NGC_5629
PGC051685        1286     0.00429     IC_1014
PGC051695        4155     0.01386   UGC_09284
PGC051703        8600     0.02869   UGC_09277
PGC051705        8017     0.02674    NGC_5627
PGC051713        2895    0.009657   UGC_09291
PGC051725        4209     0.01404     IC_4442
PGC051728        4297     0.01433     IC_1020
PGC051730        3553     0.01185    NGC_5639
PGC051733        4137      0.0138   UGC_09294
PGC051735        5282     0.01762   UGC_09288
PGC051741        1873    0.006248   UGC_09285
PGC051747        3560     0.01188   UGC_09302
PGC051751        4306     0.01436    NGC_5642
PGC051754        4280     0.01428     IC_4447
PGC051758        4345     0.01449    NGC_5641
PGC051779        8576     0.02861    NGC_5646
PGC051780        1539    0.005134   UGC_09299
PGC051782        2365    0.007889   UGC_09305
PGC051784       10175     0.03394   UGC_09309
PGC051785        1745    0.005821    NGC_5636
PGC051787        1676    0.005591    NGC_5638
PGC051795        2328    0.007765    NGC_5660
PGC051798        2750    0.009173   UGC_09324
PGC051803         773    0.002578   UGC_09320
PGC051809        1846    0.006158   UGC_09310
PGC051814        3562     0.01188    NGC_5653
PGC051819        4496       0.015   UGC_09317
PGC051829        5098     0.01701   UGC_09322
PGC051830        1943    0.006481    NGC_5667
PGC051831        3163     0.01055    NGC_5656
PGC051834        7671     0.02559    NGC_5644
PGC051838        7715     0.02574   UGC_09336
PGC051843        7329     0.02445    NGC_5647
PGC051846        1370     0.00457    NGC_5645
PGC051850        3906     0.01303    NGC_5657
PGC051857        5209     0.01738    NGC_5655
PGC051864        4538     0.01514   UGC_09340
PGC051865        7496       0.025    NGC_5650
PGC051875        4480     0.01494    NGC_5659
PGC051878        8235     0.02747   UGC_09338
PGC051895        1455    0.004853     IC_1024
PGC051901        2082    0.006945    NGC_5673
PGC051909        2316    0.007725   UGC_09345
PGC051921        2354    0.007852 UGC_09346/NOTES01
PGC051932        1912    0.006378    NGC_5678
PGC051953        2228    0.007431    NGC_5665
PGC051955        2383    0.007949     IC_1029
PGC051957        1672    0.005577   UGC_09348
PGC051958        6997     0.02334   UGC_09351
PGC051964        3533     0.01178    NGC_5672
PGC051973        1371    0.004574    NGC_5669
PGC051978        2114    0.007052    NGC_5676
PGC052006        4120     0.01374   UGC_09359
PGC052010       10289     0.03432   UGC_09367
PGC052011        8868     0.02958   UGC_09362
PGC052016        2156    0.007192   UGC_09364
PGC052018        1577     0.00526    NGC_5668
PGC052023        8436     0.02814   UGC_09365
PGC052027       10359     0.03455   UGC_09372
PGC052042        7474     0.02493    NGC_5674
PGC052044        9421     0.03142   UGC_09375
PGC052051        7565     0.02524   UGC_09379
PGC052088        3028      0.0101   UGC_09381
PGC052091        1914    0.006384   UGC_09391
PGC052092        1693    0.005647   UGC_09380
PGC052107        2273    0.007581    NGC_5682
PGC052114       10859     0.03622    NGC_5683
PGC052115        5696       0.019   UGC_09386
PGC052116        2116    0.007058    NGC_5687
PGC052131        8738     0.02915   UGC_09382
PGC052132        8654     0.02887 NGC_5679/NED02
PGC052137        6274     0.02093   UGC_09387
PGC052141        1638    0.005464   UGC_09385
PGC052142         222    0.000741   UGC_09405
PGC052153        8898     0.02968   UGC_09390
PGC052154        2160    0.007205    NGC_5689
PGC052159        1823    0.006081   UGC_09389
PGC052160        4244     0.01416   UGC_09397
PGC052167        1800    0.006004   UGC_09394
PGC052171       10820     0.03609   UGC_09396
PGC052173        8888     0.02965    NGC_5680
PGC052178        1782    0.005945   UGC_09392
PGC052179        4082     0.01362    NGC_5684
PGC052192       10376     0.03461    NGC_5685
PGC052194        2281    0.007609    NGC_5693
PGC052199        8634      0.0288   UGC_09400
PGC052235        5471     0.01825    NGC_5696
PGC052247        3312     0.01105   UGC_09422
PGC052248       -9999      -99.99 CGCG_075-092
PGC052251        3679     0.01227    NGC_5698
PGC052254        9204      0.0307   UGC_09411
PGC052263        2311    0.007709   UGC_09426
PGC052264        9842     0.03283   UGC_09418
PGC052266        2212    0.007378    NGC_5707
PGC052273        1753    0.005847    NGC_5690
PGC052291        1870    0.006238    NGC_5691
PGC052307        2237    0.007462    NGC_5714
PGC052315        2751    0.009176    NGC_5704
PGC052328        7790     0.02599    NGC_5720
PGC052338       13667     0.04559     IC_4479
PGC052340        5705     0.01903   UGC_09441
PGC052343        3708     0.01237    NGC_5703
PGC052344        2223    0.007415   UGC_09448
PGC052349       10380     0.03462   UGC_09438
PGC052356        1575    0.005252   UGC_09432
PGC052359        3849     0.01284   UGC_09446
PGC052364        2190    0.007304   UGC_09452
PGC052365        1505     0.00502    NGC_5701
PGC052379        6728     0.02244     IC_1049
PGC052383        4475     0.01493   UGC_09449
PGC052390        4467      0.0149   UGC_09450
PGC052395        1758    0.005864    NGC_5705
PGC052396        2533    0.008449    NGC_5730
PGC052412        1899    0.006334    NGC_5713
PGC052416       11366     0.03791   UGC_09458
PGC052421        7148     0.02384   UGC_09454
PGC052424        1496     0.00499    NGC_5727
PGC052429        6796     0.02267   UGC_09464
PGC052433        7997     0.02668     IC_1042
PGC052438        3748      0.0125    NGC_5732
PGC052441        8207     0.02738    NGC_5718
PGC052453        7984     0.02663   UGC_09463
PGC052455        1733    0.005781    NGC_5719
PGC052456        1627    0.005427    NGC_5725
PGC052466        2321    0.007742   UGC_09477
PGC052476        3262     0.01088   UGC_09476
PGC052478        4695     0.01566   UGC_09473
PGC052488        4594     0.01532   UGC_09471
PGC052491        1836    0.006124   UGC_09469
PGC052495        1886    0.006291   UGC_09470
PGC052499       10178     0.03395   UGC_09474
PGC052500        1798    0.005997   UGC_09472
PGC052504        8617     0.02874   UGC_09475
PGC052527        4527      0.0151   UGC_09480
PGC052531        5377     0.01794    NGC_5739
PGC052532        8187     0.02731   UGC_09479
PGC052535        3742     0.01248    NGC_5735
PGC052550        1711    0.005707    NGC_5733
PGC052558        1833    0.006114   UGC_09482
PGC052602       10940     0.03649   UGC_09490
PGC052607        3287     0.01096    NGC_5751
PGC052608       -9999      -99.99   UGC_09495
PGC052614        1746    0.005825    NGC_5738
PGC052625        8316     0.02774   UGC_09492
PGC052641        1572    0.005243    NGC_5740
PGC052654       13049     0.04353 CGCG_020-009
PGC052665        1724    0.005751    NGC_5746
PGC052686        4561     0.01521    NGC_5754
PGC052689        1690    0.005637   UGC_09500
PGC052702        1519    0.005067   UGC_09506
PGC052712        8495     0.02834   UGC_09510
PGC052713        4027     0.01343     IC_1056
PGC052732       11592     0.03867   UGC_09522
PGC052735        1687    0.005627    NGC_5750
PGC052741        1692    0.005644   UGC_09519
PGC052743        8718     0.02908   UGC_09518
PGC052752        8205     0.02737     IC_1054
PGC052754        9214     0.03073     IC_4505
PGC052766        9108     0.03038   UGC_09517
PGC052781        9340     0.03116   UGC_09521
PGC052788        8721     0.02909   UGC_09523
PGC052795        4368     0.01457   UGC_09527
PGC052826       10264     0.03424   UGC_09526
PGC052877        8822     0.02943   UGC_09537
PGC052883       15613     0.05208   UGC_09534
PGC052901        9149     0.03052   UGC_09545
PGC052908        5461     0.01822   UGC_09542
PGC052912        6353     0.02119   UGC_09539
PGC052920        4387     0.01463   UGC_09543
PGC052921        9076     0.03027   UGC_09541
PGC052924       12483     0.04164     IC_1065
PGC052942        7792     0.02599    NGC_5767
PGC052949        5280     0.01761   UGC_09546
PGC052952        2324    0.007751   UGC_09556
PGC052979       12565     0.04191   UGC_09547
PGC052986        9223     0.03077   UGC_09552
PGC052998        7860     0.02622   UGC_09551
PGC053000       11269     0.03759     IC_1069
PGC053010        9134     0.03047     IC_4514
PGC053043        2145    0.007155    NGC_5777
PGC053067        4900     0.01635    NGC_5772
PGC053073        2504    0.008352   UGC_09567
PGC053083        2493    0.008316   UGC_09569
PGC053089        1962    0.006545    NGC_5768
PGC053094       13955     0.04655     IC_1063
PGC053178        1577     0.00526     IC_1067
PGC053201        1491    0.004973    NGC_5770
PGC053217        2337    0.007795    NGC_5783
PGC053231        1555    0.005187    NGC_5774
PGC053247        1681    0.005607    NGC_5775
PGC053260        8302     0.02769     IC_1071
PGC053265        5370     0.01791    NGC_5784
PGC053268        8423      0.0281   UGC_09584
PGC053278        6949     0.02318 SDSS_J145423.87-010747.3
PGC053307        5195     0.01733   UGC_09594
PGC053313       14367     0.04792   UGC_09596
PGC053317        1734    0.005784   UGC_09597
PGC053332        5587     0.01864   UGC_09598
PGC053335        3418      0.0114   UGC_09605
PGC053350        9060     0.03022   UGC_09604
PGC053376        4844     0.01616   UGC_09606
PGC053379        9652      0.0322    NGC_5782
PGC053383        1839    0.006134   UGC_09601
PGC053387       10856     0.03621   UGC_09612
PGC053408        3978     0.01327    NGC_5797
PGC053411        8594     0.02867     IC_1078
PGC053414        1805     0.00602    NGC_5789
PGC053418        8681     0.02896     IC_1079
PGC053419        3053     0.01018   UGC_09614
PGC053424        8453      0.0282   UGC_09616
PGC053428        8691     0.02899   UGC_09623
PGC053437        4136      0.0138    NGC_5804
PGC053441       10628     0.03545   UGC_09626
PGC053442        7860     0.02622   UGC_09629
PGC053463        1788    0.005964    NGC_5798
PGC053470        8062     0.02689   UGC_09625
PGC053476        3206     0.01069   UGC_09632
PGC053486        2271    0.007575   UGC_09638
PGC053499        1922    0.006411    NGC_5792
PGC053508       10802     0.03603   UGC_09639
PGC053510        2509    0.008369   UGC_09637
PGC053511        3335     0.01112    NGC_5820
PGC053530        7852     0.02619    NGC_5818
PGC053556        6666     0.02223   UGC_09644
PGC053557        2596    0.008659   UGC_09647
PGC053561        8003      0.0267   UGC_09651
PGC053563        9632     0.03213   UGC_09646
PGC053578        1359    0.004533    NGC_5806
PGC053597        1529      0.0051    NGC_5811
PGC053616        3515     0.01172    UGCA_399
PGC053622        2526    0.008426   UGC_09657
PGC053631        9503      0.0317   UGC_09654
PGC053643        1972    0.006578    NGC_5813
PGC053644        2420    0.008072   UGC_09663
PGC053653       10581      0.0353    NGC_5814
PGC053657        2558    0.008533   UGC_09665
PGC053674        8466     0.02824    NGC_5830
PGC053675       10600     0.03536   UGC_09659
PGC053676        6612     0.02206    NGC_5827
PGC053681        4958     0.01654   UGC_09671
PGC053683        1242    0.004143   UGC_09661
PGC053696       10953     0.03653   UGC_09667
PGC053699        7993     0.02666    NGC_5835
PGC053709        5635      0.0188    NGC_5829
PGC053737        2884     0.00962   UGC_09676
PGC053744        5174     0.01726   UGC_09681
PGC053749       11554     0.03854   UGC_09677
PGC053758        5058     0.01687   UGC_09684
PGC053763        5833     0.01946   UGC_09688
PGC053770        1656    0.005524    NGC_5831
PGC053802        1815    0.006054   UGC_09682
PGC053803       10065     0.03357     IC_4533
PGC053812       10766     0.03591   UGC_09690
PGC053838       14004     0.04671   UGC_09689
PGC053844        3574     0.01192   UGC_09702
PGC053857       10505     0.03504   UGC_09694
PGC053862        1359    0.004533    NGC_5838
PGC053865        1225    0.004086    NGC_5839
PGC053869        8326     0.02777   UGC_09696
PGC053876       10019     0.03342   UGC_09701
PGC053888       10603     0.03537   UGC_09697
PGC053896        5038     0.01681   UGC_09709
PGC053901        1450    0.004837    NGC_5845
PGC053908        6690     0.02232   UGC_09705
PGC053930        2201    0.007342   NGC_5846A
PGC053932        1714    0.005717    NGC_5846
PGC053933         672    0.002242    NGC_5866
PGC053936       -9999      -99.99   UGC_09722
PGC053941        1244     0.00415    NGC_5841
PGC053943        4934     0.01646     IC_4534
PGC053949         823    0.002746    NGC_5826
PGC053951       10186     0.03398   UGC_09710
PGC053959        6857     0.02287   UGC_09712
PGC053967        8883     0.02963     IC_1099
PGC053976       12122     0.04043   UGC_09718
PGC053979        2556    0.008526    NGC_5850
PGC054013        1737    0.005794    NGC_5854
PGC054018        3135     0.01046    NGC_5874
PGC054039       10611      0.0354   UGC_09732
PGC054084        1367     0.00456   UGC_09739
PGC054095        3527     0.01176    NGC_5875
PGC054110        3276     0.01093    NGC_5876
PGC054111        1885    0.006288    NGC_5864
PGC054117         772    0.002575    NGC_5879
PGC054118       11714     0.03907    NGC_5865
PGC054119        2085    0.006955    NGC_5869
PGC054123        8592     0.02866   UGC_09744
PGC054134        1735    0.005787   UGC_09746
PGC054171        1573    0.005247   UGC_09751
PGC054188       12555     0.04188     IC_1102
PGC054195        9024      0.0301   UGC_09755
PGC054197        5578     0.01861   UGC_09761
PGC054200       13531     0.04513   UGC_09766
PGC054232       12041     0.04016   UGC_09757
PGC054234        2466    0.008226    NGC_5894
PGC054238        2273    0.007582   UGC_09762
PGC054262        2023    0.006748   UGC_09760
PGC054267         841    0.002805   NGC_5866B
PGC054282       11926     0.03978   UGC_09765
PGC054314         833    0.002779   UGC_09776
PGC054316        8731     0.02912    NGC_5888
PGC054317       12940     0.04316    NGC_5889
PGC054336        2302    0.007678   UGC_09772
PGC054340       13984     0.04664 CGCG_049-052
PGC054343       20914     0.06976   UGC_09770
PGC054351        5381     0.01795    NGC_5893
PGC054377        5173     0.01726   UGC_09780
PGC054379       11920     0.03976   UGC_09775
PGC054407        9296     0.03101   UGC_09791
PGC054416        8797     0.02935    NGC_5887
PGC054420        9949     0.03319   UGC_09781
PGC054424       11275     0.03761   UGC_09782
PGC054428        2562    0.008546    NGC_5899
PGC054431        2511    0.008376    NGC_5900
PGC054443        9954      0.0332   UGC_09785
PGC054445        3390     0.01131    NGC_5905
PGC054455       10142     0.03383   UGC_09788
PGC054470         667    0.002225    NGC_5907
PGC054473       11980     0.03996   UGC_09800
PGC054488        6464     0.02156   UGC_09794
PGC054503        5402     0.01802   UGC_09802
PGC054522        3306     0.01103    NGC_5908
PGC054526       10330     0.03446   UGC_09799
PGC054564        5257     0.01754   UGC_09803
PGC054612        9612     0.03206   UGC_09807
PGC054614       -9999      -99.99 CGCG_165-036
PGC054618       12049     0.04019      VV_705
PGC054648         669    0.002231   UGC_09816
PGC054664       -9999      -99.99   UGC_09813
PGC054674        6361     0.02122   UGC_09812
PGC054683        2567    0.008563   UGC_09815
PGC054690        5160     0.01721    NGC_5918
PGC054691        3231     0.01078   UGC_09814
PGC054761        2004    0.006685    NGC_5913
PGC054780        5568     0.01857    NGC_5923
PGC054790        9461     0.03156   UGC_09820
PGC054815        8825     0.02944   UGC_09826
PGC054832       11621     0.03876   UGC_09821
PGC054834        6703     0.02236   UGC_09825
PGC054839       13584     0.04531    NGC_5920
PGC054849        1480    0.004937    NGC_5921
PGC054885        6875     0.02293   UGC_09828
PGC054895        6868     0.02291   UGC_09831
PGC054909        1830    0.006104   UGC_09830
PGC054911        8465     0.02824   UGC_09829
PGC054976        2657    0.008863   UGC_09837
PGC054979        8693       0.029   UGC_09833
PGC054980        5153     0.01719   UGC_09835
PGC055047        3484     0.01162   UGC_09849
PGC055065        5839     0.01948   UGC_09853
PGC055066       10987     0.03665   UGC_09850
PGC055069       10064     0.03357   UGC_09844
PGC055076        2492    0.008312    NGC_5929
PGC055078        1895    0.006321   UGC_09845
PGC055080        2616    0.008726    NGC_5930
PGC055095        2338    0.007799   UGC_09857
PGC055097        2497    0.008329   UGC_09856
PGC055104        2621    0.008743   UGC_09858
PGC055132        9493     0.03166   UGC_09860
PGC055229       11333      0.0378   UGC_09864
PGC055242        5670     0.01891    NGC_5943
PGC055243        5523     0.01842    NGC_5945
PGC055247        5616     0.01873   UGC_09873
PGC055273        2565    0.008556   UGC_09880
PGC055274        5891     0.01965    NGC_5947
PGC055281        2807    0.009363    NGC_5937
PGC055282        1991    0.006641   UGC_09875
PGC055295       10172     0.03393    NGC_5940
PGC055296        6595       0.022   UGC_09882
PGC055305        2597    0.008663    NGC_5950
PGC055318       11907     0.03972 CGCG_022-006
PGC055349        6968     0.02324 CGCG_022-008
PGC055355        5912     0.01972   UGC_09890
PGC055360       11636     0.03881   UGC_09886
PGC055377        5669     0.01891   UGC_09892
PGC055388        2796    0.009326     IC_1125
PGC055446       10479     0.03495   UGC_09897
PGC055459        3412     0.01138    NGC_5965
PGC055476        9549     0.03185   UGC_09911
PGC055493        1868    0.006231   UGC_09910
PGC055517        9430     0.03145   UGC_09920
PGC055529        4306     0.01436    NGC_5971
PGC055551        8867     0.02958    MRK_0290
PGC055552        4474     0.01492    NGC_5966
PGC055559        5660     0.01888     IC_4562
PGC055578        4328     0.01444   UGC_09927
PGC055601        5774     0.01926     IC_4566
PGC055607        2619    0.008736   UGC_09936
PGC055620        5738     0.01914     IC_4567
PGC055621        1865    0.006221   UGC_09938
PGC055629        4526      0.0151   UGC_09937
PGC055637        1447    0.004827    NGC_5964
PGC055648        3356     0.01119   UGC_09939
PGC055668        6758     0.02254   UGC_09947
PGC055687        6840     0.02282     IC_4552
PGC055701        5715     0.01906   UGC_09959
PGC055708       10310     0.03439   UGC_09954
PGC055722       10119     0.03375   UGC_09953
PGC055730       10248     0.03418   UGC_09956
PGC055733       12525     0.04178   UGC_09958
PGC055740        3010     0.01004    NGC_5987
PGC055750        4529     0.01511     IC_1132
PGC055756        5816      0.0194   UGC_09970
PGC055759       11428     0.03812   UGC_09964
PGC055769        8111     0.02706    NGC_5977
PGC055792        9919     0.03309   UGC_09968
PGC055797        9623      0.0321     IC_4570
PGC055811       10961     0.03656   UGC_09981
PGC055816       11984     0.03997   UGC_09976
PGC055821        1915    0.006388   UGC_09977
PGC055824        7837     0.02614   UGC_09978
PGC055833        1961    0.006541   UGC_09979
PGC055841        3567      0.0119   UGC_09980
PGC055844       10568     0.03525   UGC_09984
PGC055845       12308     0.04106    NGC_5983
PGC055864       11468     0.03825   UGC_09995
PGC055873        8171     0.02726   UGC_09990
PGC055881        9505      0.0317   UGC_09994
PGC055910        9546     0.03184   UGC_09999
PGC055916       11922     0.03977   UGC_10013
PGC055918        9565      0.0319    NGC_5993
PGC055921       10591     0.03533    NGC_5988
PGC055923        9463     0.03156   UGC_10006
PGC055925        3920     0.01308   UGC_10022
PGC055927        2662    0.008879   UGC_10010
PGC055930        3541     0.01181   UGC_10000
PGC055943       19810     0.06608   UGC_10012
PGC055949        3839     0.01281   UGC_10005
PGC055955        9995     0.03334   UGC_10011
PGC055962        4412     0.01472   UGC_10017
PGC055963       -9999      -99.99 CGCG_166-051
PGC055965        2074    0.006918   UGC_10009
PGC055968        4445     0.01483   UGC_10015
PGC055973        2093    0.006981   UGC_10020
PGC055989        1408    0.004697   UGC_10023
PGC055993        3839     0.01281    NGC_5990
PGC056001        1522    0.005077   UGC_10025
PGC056005        3289     0.01097   UGC_10027
PGC056014        9310     0.03106   UGC_10034
PGC056022       12440     0.04149   UGC_10029
PGC056025        8953     0.02986   UGC_10030
PGC056056        9960     0.03322    NGC_6001
PGC056094        2161    0.007208   UGC_10043
PGC056108        4224     0.01409   UGC_10042
PGC056111        2171    0.007242   UGC_10041
PGC056130        3937     0.01313    NGC_6003
PGC056131        9808     0.03272   UGC_10046
PGC056139        4129     0.01377   UGC_10050
PGC056166        3826     0.01276    NGC_6004
PGC056168        2148    0.007165   UGC_10058
PGC056169       13980     0.04663     IC_1142
PGC056186        9423     0.03143   UGC_10059
PGC056199        6470     0.02158   UGC_10063
PGC056200       11259     0.03756   UGC_10060
PGC056205        7789     0.02598   UGC_10062
PGC056206        6413     0.02139   UGC_10064
PGC056210        2080    0.006938   UGC_10061
PGC056216       12079     0.04029     IC_1144
PGC056257        7260     0.02422   UGC_10067
PGC056267        9589     0.03198   UGC_10073
PGC056284        9613     0.03207   UGC_10074
PGC056287        4491     0.01498    NGC_6013
PGC056289        4869     0.01624    NGC_6008
PGC056323        7059     0.02355   UGC_10087
PGC056329       10859     0.03622 CGCG_107-055
PGC056337        1889    0.006301    NGC_6010
PGC056338       13880      0.0463   UGC_10084
PGC056345        9730     0.03246   UGC_10085
PGC056352        2217    0.007395   UGC_10086
PGC056364       10856     0.03621 CGCG_107-059
PGC056366        5495     0.01833   UGC_10089
PGC056377       10552      0.0352    MRK_0291
PGC056386        1860    0.006204   UGC_10095
PGC056397        5277      0.0176   UGC_10092
PGC056398        5962     0.01989   UGC_10097
PGC056400        9755     0.03254   UGC_10094
PGC056409        4956     0.01653   UGC_10093
PGC056410        6488     0.02164    NGC_6016
PGC056437        4742     0.01582 CGCG_108-012
PGC056443        9640     0.03216 CGCG_108-013
PGC056450        5880     0.01961     IC_1152
PGC056462        5919     0.01974     IC_1153
PGC056465        9423     0.03143 KUG_1554+183
PGC056467        4307     0.01437    NGC_6020
PGC056476        5769     0.01924   UGC_10109
PGC056479        9841     0.03283   UGC_10104
PGC056481        5218     0.01741    NGC_6018
PGC056482        4742     0.01582    NGC_6021
PGC056487        9412     0.03139 KUG_1555+181
PGC056490       10388     0.03465 CGCG_108-019
PGC056492       11106     0.03705    NGC_6023
PGC056495       10631     0.03546    NGC_6022
PGC056503       11483      0.0383 CGCG_108-023
PGC056514        9883     0.03297   UGC_10112
PGC056529       -9999      -99.99   UGC_10114
PGC056537        2169    0.007235     IC_1151
PGC056544        6010     0.02005   UGC_10118
PGC056573        9392     0.03133   UGC_10120
PGC056575        4447     0.01483    NGC_6027
PGC056576        4560     0.01521   NGC_6027a
PGC056578        4620     0.01541   NGC_6027c
PGC056584        4053     0.01352   NGC_6027b
PGC056595        5375     0.01793   UGC_10117
PGC056599        9296     0.03101   UGC_10122
PGC056611        8830     0.02945   UGC_10121
PGC056617       10086     0.03364 CGCG_108-037
PGC056636        4823     0.01609   UGC_10127
PGC056648       10700     0.03569     IC_1155
PGC056650        9213     0.03073     IC_1156
PGC056655       10655     0.03554 KUG_1558+168
PGC056659       13155     0.04388 CGCG_108-046
PGC056663       13193     0.04401 CGCG_108-049
PGC056666       12340     0.04116 UGC_10134/NOTES02
PGC056667       13144     0.04384 UGC_10134/NOTES03
PGC056685        4347      0.0145 CGCG_108-053
PGC056693       13327     0.04445     IC_1162
PGC056695       11027     0.03678     IC_1161
PGC056697        5027     0.01677   UGC_10130
PGC056700       11055     0.03688   UGC_10134
PGC056704        9498     0.03168 CGCG_108-059
PGC056712       10799     0.03602 CGCG_108-062
PGC056716        4475     0.01493    NGC_6028
PGC056717       10602     0.03536     IC_1163
PGC056723        1927    0.006428     IC_1158
PGC056727       12727     0.04245 CGCG_108-064
PGC056731        9644     0.03217   UGC_10138
PGC056744        5252     0.01752   UGC_10137
PGC056745        2627    0.008763   UGC_10140
PGC056750        4407      0.0147    NGC_6030
PGC056755       -9999      -99.99 CGCG_250-039
PGC056763       11054     0.03687 CGCG_108-068
PGC056765        9651     0.03219     VV_091a
PGC056769       10251     0.03419 IC_1165/NED01
PGC056770       10734      0.0358 UGC_10143/NOTES02
PGC056776        9046     0.03017 CGCG_108-072
PGC056777       13262     0.04424 UGC_10143/NOTES01
PGC056778        6157     0.02054   UGC_10150
PGC056780       11527     0.03845   UGC_10144
PGC056784       10647     0.03551   UGC_10143
PGC056812        9392     0.03133    NGC_6038
PGC056813        9992     0.03333 CGCG_108-078
PGC056827       10772     0.03593 CGCG_108-079
PGC056838        9558     0.03188 CGCG_108-081
PGC056839        9749     0.03252   UGC_10151
PGC056842        4282     0.01428    NGC_6032
PGC056843        9264      0.0309   UGC_10155
PGC056844        8190     0.02732   UGC_10146
PGC056847       11020     0.03676 CGCG_108-082
PGC056857       12261      0.0409   UGC_10153
PGC056864        4762     0.01588    NGC_6035
PGC056870        4684     0.01562    MRK_0296
PGC056872       11423      0.0381 CGCG_108-083
PGC056874       -9999      -99.99 CGCG_108-086
PGC056875        6024     0.02009   UGC_10168
